CID,Smiles,Density,Temp
522674,C1=CSC(=C1)S,1.2525,
522676,CCCCCCCCC(=O)OCCC(C)C,0.86,
522677,CC(C)COC(=O)CC(=O)C,0.97,
522684,F[W](F)(F)(F)(F)F,3.44,
522689,[F-].[K+],2.48,
522689,[F-].[K+],2.48,
523918,CCCOC(=O)C(=O)C,1.016,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,1.58,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,1.58,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,1.58,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,1.58,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,1.58,
524975,CCCC1=CC(=C(C(=C1)OC)O)OC,1.0735000000000001,
525358,CCSSSC,0.96,
526152,CC(CCCC(=O)OC)OC(=O)C,1.0219999999999998,
526177,CC1=C(CCO1)S,1.095,
526487,CC(C)(CCOC=O)S,1.03,
526616,CC1=C(C=CO1)SSCC2=CC=CO2,1.2799999999999998,
526618,CC1=C(C=CO1)SC,1.0675,
526624,CC1=C(C=CO1)SSC2=C(OC=C2)C,1.15,
526661,CC1=NCSC1,1.108,
526762,CC(C)C1=CC=C(CC1)C=O,0.963,
526993,CCCCCC1CCOC(O1)CCCCC,0.872,
527108,CC(=C)C1CCC(CC1)C=O,0.926,
527144,CC1=CCC(CC1)C(C)COC(=O)C,0.934,
527268,CCOC1=C(C=CC(=C1)C(C)C)C,0.9385,
527435,CCC(C(C)C=O)S,1.099,
527445,CCCC(CC=O)S,0.978,
528698,CCC1=C(C(=O)CC1C)O,1.0579999999999998,
528762,CCCCCC(=O)CCSC,0.925,
529054,CCC1SC(NC(S1)C)C,0.964,
529251,CCC(=O)C1=NCCC1,0.982,
529253,CCCC(=O)OC(C)C(=O)C,0.982,
529300,CCCCCC(CC(=O)OC)OC(=O)C,0.964,
529344,CC(=C)C1=CC(=NC=C1)C(=O)C,1.0070000000000001,
529345,CC(C)C1=CC(=NC=C1)C(=O)C,0.993,
529352,CC(=C)C1=NC=CC(=C1)C(=O)C,1.008,
529388,CCCSS(=O)(=O)CCC,1.121,
529481,CCCCCC(=O)C(C)C(=O)C,0.925,
529496,CCCCCC(C)OC(=O)CCC,0.8574999999999999,
529904,CCCSSC=CC,0.975,
533728,CCN(CC)C(=S)[S-].[Na+],1.1,20
533728,CCN(CC)C(=S)[S-].[Na+],1.1,20
534377,CC(C)CCSSC,0.9455,
536987,CCCCCC(=O)OCCC(CCC)S,0.9455,
537615,CCCCC(CC)OC(=O)C,0.8625,
537682,CC(C)CCOC(=O)C(=O)C,0.976,
537722,CC(C)C(=O)SC,0.964,
537754,CCCC(CCOC(=O)CCC)S,0.9624999999999999,
538506,CC(C)CCOC(=O)CCC1=CC=CO1,0.99,
539829,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,1.123,
542762,C(C(=O)O)(Cl)Br,1.9848,31
543323,CC(CCCC(=C)C)CCO,0.87,
543664,COC(=O)CCC=C,0.886,
544628,CC1CCC(=O)OC1C,1.131,
545106,CCC(C)C(=O)C(=O)OC,0.9915,
545619,CC(C)CCCCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,1.183,20
547350,CCC1NC(SC(S1)CC)CC,1.037,
547907,CC(CC(=O)OC)SC,1.031,
548353,CC(C(C)S)S,0.997,
549519,CC(CC=C)C(=O)O,0.92,
551316,CCCC(=O)OCC1CCCO1,1.0099999999999998,
556916,C1=COC(=C1)COC=O,1.1680000000000001,
556940,CCOC(=O)CCSCC1=CC=CO1,1.1295,
560109,CCCCCCCC1OCC(O1)C,0.8895,
560255,CCC(C)CC(=O)OCC,0.8694999999999999,
560256,CN(C)C(=S)[S-].[Na+],1.43,20
562563,C=CCC(C=O)C1=CC=CC=C1,1.0025,
564550,CCCCCC(=O)OC(C)(CCC=C(C)C)C=C,0.889,
565690,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,0.905,
569214,CC(C)C(=O)OC(C)C1=CC=CC=C1,0.98,
570574,CCCC(=O)OC(C)C1=CC=CC=C1,0.987,
574068,CC1=C(OC(=N1)CC(C)C)C,0.913,
576240,CC(C)C(=O)OCC(C)C1=CC=CC=C1,0.974,
576263,CCCC(=O)OCC(C)C1=CC=CC=C1,0.991,
577126,CC1=C(C(CC=C1)(C)C)CCC(=O)C,0.9315,
578423,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,0.965,
579338,CCN1C=CC=C1C=O,1.036,
579675,CC1=CC(=C(O1)C(=O)C)C,1.044,
582291,CCCCCC(=CC1=CC=CC=C1)COC(=O)C,0.957,
585911,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,0.934,
589365,CCCCCCCCCOC(=O)CCCCCCC,0.86,
590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,9.72E-07,20
595928,CC1COC(O1)C2=CC=CC=C2,1.0659999999999998,
605629,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,0.9989999999999999,
636687,CC/C=C/CC/C=C/C=O,0.86,
637195,C[C@@H](CCC[C@@H](C)CCC/C(=C/COC(=O)C)/C)CCCC(C)C,0.87,
637511,C1=CC=C(C=C1)/C=C/C=O,1.05,25
637511,C1=CC=C(C=C1)/C=C/C=O,1.0495,
637531,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,0.9815,
637563,C/C=C/C1=CC=C(C=C1)OC,0.9882,
637563,C/C=C/C1=CC=C(C=C1)OC,0.9878,20
637563,C/C=C/C1=CC=C(C=C1)OC,0.9855,
637564,C/C=C/C=C/C=O,0.898,20
637564,C/C=C/C=C/C=O,0.899,
637566,CC(=CCC/C(=C/CO)/C)C,0.8894,20
637566,CC(=CCC/C(=C/CO)/C)C,0.8894,20
637566,CC(=CCC/C(=C/CO)/C)C,0.8775,
637568,COC(=O)/C=C/C(=O)OC,1.37,20
637568,COC(=O)/C=C/C(=O)OC,1.37,
637758,CCOC(=O)/C=C/C1=CC=CC=C1,1.0474999999999999,
637776,C/C=C/C1=CC(=C(C=C1)OC)OC,1.0499999999999998,
637796,C/C=C/C1=CC2=C(C=C1)OCO2,1.1224,20
637796,C/C=C/C1=CC2=C(C=C1)OCO2,1.1122,20
637915,C/C=C/SC,0.89,
637920,C/C=C/C(=O)C,0.8625,
637929,C(=C/Br)\Br,2.21,17
637930,C(=C/C#N)\C#N,0.9416,111.11111111111111
638011,CC(=CCC/C(=C/C=O)/C)C,0.894,15
638011,CC(=CCC/C(=C/C=O)/C)C,0.894,15
638011,CC(=CCC/C(=C/C=O)/C)C,0.9,
638011,CC(=CCC/C(=C/C=O)/C)C,0.888,
638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,0.9462,
638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,0.9435,
638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,0.8584,20
638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,0.8584,20
638088,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,0.9707,20
638088,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,0.9707,
638122,CC/C=C/C(=O)O,0.9875,
638144,CCOC(=O)/C=C/C(=O)OCC,1.0452,20
638186,C(=C/Cl)\Cl,1.2743,25
638186,C(=C/Cl)\Cl,1.2565,20
641423,C=CCOC(=O)/C=C/C1=CC=CC=C1,1.053,
642117,CC1=CC(=C(O1)C)SSC2=C(OC(=C2)C)C,1.146,
642197,C(/C=C/CCl)Cl,1.112,20
642197,C(/C=C/CCl)Cl,1.183,25
642197,C(/C=C/CCl)Cl,1.183,25
642197,C(/C=C/CCl)Cl,1.1858,
642793,CCCCC[C@@H]1CC=CC(=O)O1,0.967,
643139,CC/C=C/CC=O,0.975,
643460,C/C=C/C=C/C(=O)O,1.204,18.88888888888889
643460,C/C=C/C=C/C(=O)O,1.204,19
643460,C/C=C/C=C/C(=O)O,1.2,
643684,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,0.94,27.4
643731,CC/C=C\CC/C=C/C=O,0.86,
643820,CC(=CCC/C(=C\CO)/C)C,9.8756,20
643820,CC(=CCC/C(=C\CO)/C)C,0.8775,
643833,C(=C\Cl)\Cl,1.2837,20
643833,C(=C\Cl)\Cl,1.2837,20
643941,CC/C=C\CC=O,0.97,
656467,CCOC(=O)C(C)C(C)O,1.003,
656671,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],1.4,
656671,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],1.4,
656671,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],1.4,
676454,C1=CC=C(C=C1)NC(=S)N,1.3,
676454,C1=CC=C(C=C1)NC(=S)N,1.3,
697993,C1=CC=C2C(=C1)NC(=S)S2,1.42,20
697993,C1=CC=C2C(=C1)NC(=S)S2,1.42,20
697993,C1=CC=C2C(=C1)NC(=S)S2,1.42,
699489,CCOC(=O)/C=C/C1=CC=CO1,1.093,
700999,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,1.32,
700999,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,1.32,
707035,C1=CC=C2C(=C1)NC(=S)N2,1.42,
778574,CC(C)COC(=O)/C=C/C1=CC=CC=C1,1.003,
836904,CC(C)C(=O)OC1=CC=CC=C1OC,1.0605,
853433,C/C=C/C1=CC(=C(C=C1)O)OC,1.08,25
853433,C/C=C/C1=CC(=C(C=C1)O)OC,1.08,25
853433,C/C=C/C1=CC(=C(C=C1)O)OC,1.0819999999999999,
904857,CC(=C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,0.98,25
969491,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1.75,20
969491,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1.75,
969491,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1.75,
969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,0.9348,15
1201521,C[C@]12CC[C@H](C1)C(C2=O)(C)C,0.944,
1201546,C1C(=O)NC(=S)S1,0.868,
1201546,C1C(=O)NC(=S)S1,0.868,
1201551,CC1=CC[C@@H](CC1)[C@](C)(CCC=C(C)C)O,0.9265000000000001,
1252759,CC1=CC[C@@H](C1(C)C)CC=O,0.921,
1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,0.9963,25
1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,1.0175,
1272250,CC1([C@H]2CC=C([C@@H]1C2)CCO)C,0.969,
1549018,CC/C=C\CC1=C(CCC1=O)C,0.9437,22
1549018,CC/C=C\CC1=C(CCC1=O)C,0.942,
1549025,CC(=CCC/C(=C\COC(=O)C)/C)C,0.9095,
1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,0.907,25
1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,0.9174,15
1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,0.907,
1549045,C/C=C\C1=CC(=C(C=C1)OC)OC,1.0499999999999998,
1549517,C=CCNC(=S)N,1.165,
1549778,CC(=CCC/C(=C/CCC(=O)C)/C)C,0.867,
1549992,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,0.9265000000000001,
1550470,CCOC(=O)/C=C/C=C/C,0.9375,
1550884,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,0.9555,
1616260,C/C=C\C(=O)C1=C(CCCC1(C)C)C,0.938,
1711945,CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,0.89,
1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O,9.711E-07,20
1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O,0.9655,
1715097,C[C@H]1CC[C@H]([C@H](C1)O)C(C)C,0.904,15
1715097,C[C@H]1CC[C@H]([C@H](C1)O)C(C)C,0.901,
1757003,CC(=CCC/C(=C/C=C/C(=O)C)/C)C,0.8985000000000001,
2723790,C(=S)(N)N,1.405,20
2723790,C(=S)(N)N,1.405,25
2723790,C(=S)(N)N,1.4,
2723790,C(=S)(N)N,1.405,20
2723810,C(=O)[O-].[Na+],1.92,20
2723923,C(=O)[O-].[NH4+],1.28,25
2723923,C(=O)[O-].[NH4+],1.28,
2724165,B(F)(F)F.COC,1.239,
2724193,C(=O)(C(=O)[O-])[O-].O.[K+].[K+],2.13,18.5
2724251,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3],1.8,
2724385,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,1.36,20
2724626,CC(C1=CC=CS1)S,1.146,
2733294,CCC/C=C/COC(=O)C,0.8935,
2733977,CCCC(CCOC(=O)C)SC(=O)C,1.0375,
2734646,CC1=C(OC2=CC=CC=C12)C,1.0339999999999998,
2735101,CN1CCC[C@H]1C2=CN=CC=C2.CN1CCC[C@H]1C2=CN=CC=C2.OS(=O)(=O)O,1.15,20
2735101,CN1CCC[C@H]1C2=CN=CC=C2.CN1CCC[C@H]1C2=CN=CC=C2.OS(=O)(=O)O,1.15,20
2735122,C(=O)[O-].[K+],1.91,
2758725,C(=S)(N)NC(=S)N,1.522,30
2839751,CC1COC(O1)CC(C)CCCC(C)(C)O,0.962,
3007857,[O-2].[Zn+2],5.61,
3007857,[O-2].[Zn+2],5.6,
3007857,[O-2].[Zn+2],5.61,
3007857,[O-2].[Zn+2],5.61,
3014024,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.9429,25
3015979,CCCC(CC=O)SC,0.9675,
3016472,CC12CCCCC1C(=O)OC2=O,1.15,
3017811,CC1=NC(SC1)C(C)C,1.0338,
3018500,CCCCCC(C)(CC(C)C)O,0.824,
3018539,CCCC(=O)OCSC,0.9455,
3018619,CC(C)CCCCCCCCCCC=O,0.9355,
3018771,CCC=CCC=CC=CC(=O)OCC,0.9359999999999999,
3021670,CCOC(=O)CC(C)SCC,0.984,
3022909,CCCCCC(=O)CCCC(=O)OCC,0.948,
3023610,CCCCC=CCOC(=O)CC(C)C,0.8705,
3023838,CCCC(=O)OCCC1=C(N=CS1)C,1.109,
3023839,CCCCCC(=O)OCCC1=C(N=CS1)C,1.068,
3025939,CC(CC(=O)C)SCC1=CC=CO1,1.092,
3028194,[Li],0.53,20
3028194,[Li],0.534,25
3032297,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],1.14,20
3032297,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],1.14,20
3032325,CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,1,
3032390,CCC(O)OC,0.9,20
3032536,[Cl-].[Cl-].[Co+2],1.924,20
3032536,[Cl-].[Cl-].[Co+2],3.36,25
3032540,[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3],2.45,20
3032552,N(=O)[O],1.448,20
3032552,N(=O)[O],1.448,20
3032552,N(=O)[O],1.44,
3032552,N(=O)[O],1.44,
3032552,N(=O)[O],2.62,
3032553,[NH2-].[Cl-].[Hg+2],5.7,20
3032553,[NH2-].[Cl-].[Hg+2],5.7,20
3032581,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],1.92,25
3033839,O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ca+2].[Ca+2],2.5,
3033839,O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ca+2].[Ca+2],2.5,
3033839,O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ca+2].[Ca+2],2.5,
3033859,[H-].[H-].[Ca+2],1.7,
3033875,CC(CCCCN)C(C)(C)N,0.867,20
3033878,CC1C2C3CC(C2C=C1C)C=C3,0.941,
3034068,CCCCCCCCCCCCCCCCCC(=O)[O-].[OH-].[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3],0.95,
3034285,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,1.33,
3034287,CCN(CC1=CN=C(C=C1)Cl)/C(=C/[N+](=O)[O-])/NC,1.4,26
3034368,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],1.99,20
3034400,C1=CC(=C(C(=C1)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br,2.6,20
3034463,CC1C=CCCC1(C)C=O,0.9359999999999999,
3084571,CC(=CCSC(=O)C)C,0.9664999999999999,
3085845,CC1=C[N+](=CC(=N1)C)C(=O)C,1.0725,
3354132,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,1.147,
3391107,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,1.56,
3486665,CCOCC1=CC=CC=C1O,1.0495,
3578033,CC1=CC=C(O1)C(C)CC=O,1.009,
3591866,C1CCCCC=CCCCCC(=O)OCCCC1,0.953,
3672772,CCC(C)(OO)OOC(C)(CC)OO,1.17,20
3672772,CCC(C)(OO)OOC(C)(CC)OO,1.12,
3714831,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+],1.2650000000000001,25
3723261,CCCCCCCCCCCCCCCCCC(=[OH+])O.O.Cl[Cr]Cl.Cl[Cr]Cl,0.95,
3734338,CCC1=CC=CC=C1S,1.0425,
3782139,CCCC1CC(=CC(=O)C1)C,0.926,
4047281,CCOC(=O)COC1=CC=C(C=C1)C,1.0775000000000001,
4120025,CC1C(=NC(S1)CC(C)C)C,0.935,
4311764,[BH4-].[Na+],1.074,20
4380970,CC1(OOC(OOC(OO1)(C)C)(C)C)C,1.22,
4447651,CC(=O)OCCSC,1.066,
4488713,CC(=C)C(CCC(=O)C)CC(=O)O,1.024,
4682590,CC(=O)CC(C)(C)SC,0.964,
5084146,CCCCOCC1=CC(=C(C=C1)O)OC,1.058,
5140436,CCCCOC(=O)CC(=O)OCC,1.0510000000000002,
5270647,CCCOC(=O)/C=C/C1=CC=CC=C1,1.0350000000000001,
5273464,CC(C)OC(=O)/C=C/C1=CC=CC=C1,1.0234999999999999,
5273465,CCCCOC(=O)/C=C/C1=CC=CC=C1,1.0110000000000001,
5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,1.003,18.61111111111111
5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,0.9944999999999999,
5273469,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,1.109,15
5275520,CC(=CCC/C(=C/C(=O)O)/C)C,0.956,
5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,0.855,
5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.9007,22.22222222222222
5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.9022,20
5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.901,
5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,1,20
5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.9164,20
5280970,C(/C=C\Cl)Cl,1.217,20
5280970,C(/C=C\Cl)Cl,1.224,20
5281045,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)C/C=C\C=C,1.5192,18
5281077,CCC(/C=C/Cl)(C#C)O,1.0675,25
5281116,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,0.86,55
5281162,CCCCC/C=C\C=C\C(=O)OCC,0.9185000000000001,
5281163,CCOC(=O)/C(=C/C)/C,0.9115,
5281167,CC/C=C\CCO,0.848,
5281168,CCC/C=C/C=O,0.8445,
5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,0.9075,20
5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,0.9035,
5281531,C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,0.977,25
5281535,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,0.92,
5281612,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,1.512,
5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,1.547,
5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,1.667,17.77777777777778
5281873,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C,1.25,25
5281929,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,1.02,
5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,0.93,
5282109,CC(=CCC/C(=C/COC=O)/C)C,0.913,
5282110,CC(=O)OC/C=C/C1=CC=CC=C1,1.0505,
5282227,C/C=C/C1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F,1.21,20
5282708,CC/C=C/CC(=O)O,0.9644999999999999,
5282709,CCCC/C=C/C(=O)O,0.973,
5282714,CCCCC/C=C/C(=O)O,0.938,
5282718,CC/C=C\CCCC(=O)O,0.963,
5282724,CCCCCCC/C=C/C(=O)O,0.928,
5282724,CCCCCCC/C=C/C(=O)O,0.9305,
5283308,C/C=C/CCC=O,0.828,
5283316,CCCC/C=C/C=O,0.86,
5283321,CC/C=C/C=C/C=O,0.825,
5283324,CCCCC/C=C/C=O,0.84,
5283328,C/C=C/CCCCC=O,0.8536,
5283329,CCC/C=C/C=C/C=O,0.8354999999999999,
5283335,CCCCCC/C=C/C=O,0.86,
5283337,CCCC/C=C/CCC=O,0.845,
5283339,CCCC/C=C/C=C/C=O,0.86,
5283345,CCCCCCC/C=C/C=O,0.841,
5283349,CCCCC/C=C/C=C/C=O,0.871,
5283352,CC/C=C/C/C=C/C=C/C=O,0.902,
5283356,CCCCCCCC/C=C/C=O,0.842,
5283357,CCCCCC/C=C/CCC=O,0.843,
5283361,CCCCCCCCC/C=C/C=O,0.844,
5283363,CCCCCCCCCC/C=C/C=O,0.852,
5283366,CCCCCCCCCCC/C=C/C=O,0.837,
5283381,CCCCCCCC/C=C/CCCCCCCC=O,0.841,
5283387,CCCCCCCC/C=C\CCCCCCCC(=O)N,0.94,
5283468,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,0.942,20
5283468,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,0.93,
5284346,O.O.[Cl-].[Cl-].[Ba+2],3.097,23.88888888888889
5284357,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Cd+2],1.39,
5284359,[Cl-].[Cl-].[Ca+2],2.15,20
5284359,[Cl-].[Cl-].[Ca+2],2.15,25
5284364,C/C=C/Cl,0.9,
5284369,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N,1.18,15.5
5284369,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N,1.18,15.5
5284371,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,1.32,20
5284376,CC(C)N(C(C)C)C(=O)SC/C(=C/Cl)/Cl,1.188,25
5284429,O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Ni+2],2.07,
5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.65,
5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.65,25
5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.65,
5284469,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.65,
5284483,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],1.24,20
5284499,CCCCCCCC/C=C\CCCCCCCCO,0.8489,20
5284499,CCCCCCCC/C=C\CCCCCCCCO,0.848,
5284503,CC/C=C/CCO,0.8374999999999999,
5284507,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,0.8755,
5284607,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,0.964,25
5287573,C/C=C\C,0.616,25
5288826,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,1.32,20
5312586,CCCCCC/C=C/C(=O)O,0.935,
5315892,C1=CC=C(C=C1)/C=C/CO,1.0397,35
5317045,CCCCC/C=C/C(=O)C,0.8445,
5318042,CCC/C=C/CO,0.8385,
5318599,CCCCC/C=C/CO,0.85,
5319706,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,0.888,
5319765,CCCSSSC,1.0979999999999999,
5320530,C1=CC=C(C=C1)CCCOC(=O)/C=C/C2=CC=CC=C2,1.077,
5320722,CCCSS/C=C/C,0.975,
5323650,C/C=C/C=C/C(=O)OC,0.9355,
5324275,CC/C(=N/O)/C,0.9232,20
5324275,CC/C(=N/O)/C,0.9232,20
5324276,CC/C(=N\O)/C,0.9232,20
5324276,CC/C(=N\O)/C,0.9232,20
5324489,CCC/C=C\CO,0.849,
5326159,C/C=C\C(C)C,0.671,
5326160,CC/C=C\C,0.6556,20
5326161,CC/C=C/C,0.6431,25
5352162,CCCC(=O)OC/C=C(/C)\CCC=C(C)C,0.904,
5352425,[Pb],11.3437,16.11111111111111
5352425,[Pb],11.34,
5352425,[Pb],11.34,
5352426,[Sn],7.28,
5352426,[Sn],7.265,
5352426,[Sn],7.28,
5352428,CCCCC/C=C\CC1CCC(=O)O1,0.958,
5352429,CCCCCC1C(O1)/C=C/C=O,0.946,
5352438,CCCC(=O)OCC/C=C\CC,0.8795,
5352459,CCC/C=C/COC(=O)C(C)CC,0.8765000000000001,
5352460,CCC/C=C/COC(=O)CC(C)C,0.88,
5352461,CCC/C=C/COC(=O)CCC,0.885,
5352463,CCC/C=C/COC(=O)CC,0.89,
5352539,CC/C=C\CCOC(=O)C(C)C,0.8835,
5352543,CCCCCC(=O)OCC/C=C\CC,0.88,
5352557,CC/C=C/CCOC(=O)C,0.901,
5352626,CC/C=C\CC1CCCC(=O)O1,0.984,
5352770,CCC/C=C\CCC(=O)OCC,0.8625,
