CID,Smiles,Density,Temp
4,CC(CN)O,0.961,20
4,CC(CN)O,0.9611,20
4,CC(CN)O,0.96,
4,CC(CN)O,0.973,
4,CC(CN)O,0.961,
6,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,1.7,
11,C(CCl)Cl,1.253,20
11,C(CCl)Cl,1.2454,25
11,C(CCl)Cl,1.24,
11,C(CCl)Cl,1.24,
13,C1=CC(=C(C=C1Cl)Cl)Cl,1.454,20
13,C1=CC(=C(C=C1Cl)Cl)Cl,1.45,
13,C1=CC(=C(C=C1Cl)Cl)Cl,1.45,
33,C(C=O)Cl,1.19,25
33,C(C=O)Cl,1.19,25
33,C(C=O)Cl,1.19,
33,C(C=O)Cl,1.19,
34,C(CCl)O,1.197,
34,C(CCl)O,1.197,20
34,C(CCl)O,1.2,
34,C(CCl)O,1.2,
49,CC(C)C(=O)C(=O)O,1.1175000000000002,
58,CCC(=O)C(=O)O,1.2,
70,CC(C)CC(=O)C(=O)O,1.0554999999999999,
79,C1=CC(=CN=C1)C#N,1.159,25
135,C1=CC(=CC=C1C(=O)O)O,1.46,25
174,C(CO)O,1.115,20
174,C(CO)O,1.1135,20
174,C(CO)O,1.11,
174,C(CO)O,1.11,
176,CC(=O)O,1.051,20
176,CC(=O)O,1.0446,25
176,CC(=O)O,1.049,
176,CC(=O)O,1.05,
176,CC(=O)O,1.05,
177,CC=O,0.78,20
177,CC=O,0.7834,18
177,CC=O,0.8075000000000001,
177,CC=O,0.79,
177,CC=O,0.79,
178,CC(=O)N,1.159,20
178,CC(=O)N,1.159,20
178,CC(=O)N,1.16,
178,CC(=O)N,1.159,
179,CC(C(=O)C)O,0.9972,17
179,CC(C(=O)C)O,1.012,
180,CC(=O)C,0.791,20
180,CC(=O)C,0.7845,20
180,CC(=O)C,0.7915000000000001,
180,CC(=O)C,0.791,
180,CC(=O)C,0.79,
196,C(CCC(=O)O)CC(=O)O,1.36,20
196,C(CCC(=O)O)CC(=O)O,1.3600000000000001E-06,25
196,C(CCC(=O)O)CC(=O)O,1.36,
196,C(CCC(=O)O)CC(=O)O,1.36,
222,N,0.6818,-33.349999999999994
222,N,0.6818,-33.349999999999994
222,N,0.6,
227,C1=CC=C(C(=C1)C(=O)O)N,1.412,
227,C1=CC=C(C(=C1)C(=O)O)N,1.412,20
227,C1=CC=C(C(=C1)C(=O)O)N,1.4,
234,O[As](=O)(O)O,2.2,20
240,C1=CC=C(C=C1)C=O,1.046,20
240,C1=CC=C(C=C1)C=O,1.05,15
240,C1=CC=C(C=C1)C=O,1.0434999999999999,
241,C1=CC=CC=C1,0.879,20
241,C1=CC=CC=C1,0.8756,20
241,C1=CC=CC=C1,0.88,
241,C1=CC=CC=C1,0.88,
243,C1=CC=C(C=C1)C(=O)O,1.316,28.000000000000004
243,C1=CC=C(C=C1)C(=O)O,1.2659,15
243,C1=CC=C(C=C1)C(=O)O,1.3,
244,C1=CC=C(C=C1)CO,1.05,823.8888888888889
244,C1=CC=C(C=C1)CO,1.0419,24
244,C1=CC=C(C=C1)CO,1.045,
244,C1=CC=C(C=C1)CO,1.05,
260,Br,2.14,-67
260,Br,0.003307,
260,Br,2.14,-67
260,Br,2.81,
261,CCCC=O,0.803,20
261,CCCC=O,0.8,
261,CCCC=O,0.7995000000000001,
262,CC(C(C)O)O,1.045,20
263,CCCCO,0.81,20
263,CCCCO,0.8098,20
263,CCCCO,0.808,
263,CCCCO,0.81,
263,CCCCO,0.81,
264,CCCC(=O)O,0.958,20
264,CCCC(=O)O,0.959,20
264,CCCC(=O)O,0.954,
273,C(CCN)CCN,0.873,25
280,C(=O)=O,1.56,-79
280,C(=O)=O,1.56,-79
280,C(=O)=O,1.53,
281,[C-]#[O+],0.791,-191.5
281,[C-]#[O+],0.00125,0
281,[C-]#[O+],0.791,-191.5
281,[C-]#[O+],0.97,
284,C(=O)O,1.22,20
284,C(=O)O,1.22,20
284,C(=O)O,1.2,
284,C(=O)O,1.22,
284,C(=O)O,1.22,
289,C1=CC=C(C(=C1)O)O,1.344,20
289,C1=CC=C(C(=C1)O)O,1.344,
289,C1=CC=C(C(=C1)O)O,1.34,
289,C1=CC=C(C(=C1)O)O,1.34,
294,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,1.44,
294,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,1.44,
294,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,1.44,
297,C,0.4325,-162
297,C,0.422,-160
297,C,0.554,0
299,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,1.64,25
300,C(C(=O)O)Cl,1.4043,40
300,C(C(=O)O)Cl,1.328,
300,C(C(=O)O)Cl,1.58,20
300,C(C(=O)O)Cl,1.328,
311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.54,20
311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.665,20
313,Cl,1.05,15
313,Cl,0.001639,
313,Cl,1.27,
323,C1=CC=C2C(=C1)C=CC(=O)O2,0.935,20
323,C1=CC=C2C(=C1)C=CC(=O)O2,0.935,20
323,C1=CC=C2C(=C1)C=CC(=O)O2,0.94,
325,CC(C)C1=CC=C(C=C1)CO,0.978,
326,CC(C)C1=CC=C(C=C1)C=O,0.977,
332,COC1=C(C=CC(=C1)C=C)O,1.093,
335,CC1=CC=CC=C1O,1.047,20
335,CC1=CC=CC=C1O,1.047,20
335,CC1=CC=CC=C1O,1.05,
335,CC1=CC=CC=C1O,1.0434999999999999,
335,CC1=CC=CC=C1O,1.05,
338,C1=CC=C(C(=C1)C(=O)O)O,1.44,20
338,C1=CC=C(C(=C1)C(=O)O)O,1.443,20
342,CC1=CC(=CC=C1)O,1.0336,20
342,CC1=CC(=CC=C1)O,1.034,20
342,CC1=CC(=CC=C1)O,1.0305,
342,CC1=CC(=CC=C1)O,1.03,
356,CCCCCCCC,0.703,20
356,CCCCCCCC,0.6986,25
356,CCCCCCCC,0.7,
356,CCCCCCCC,0.7,
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,1.7,20
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,1.69,20
379,CCCCCCCC(=O)O,0.91,
379,CCCCCCCC(=O)O,0.91,20
379,CCCCCCCC(=O)O,0.91,
398,CC(C)[N+](=O)[O-],0.99,20
398,CC(C)[N+](=O)[O-],0.9821,25
398,CC(C)[N+](=O)[O-],0.99,
398,CC(C)[N+](=O)[O-],0.99,
402,S,0.916,-60
402,S,0.0015392,0
402,S,0.916,24.444444444444443
402,S,1.19,
428,C(CN)CN,0.881,20
447,C1=CC(=CC(=C1)Cl)C(=O)O,1.496,25
447,C1=CC(=CC(=C1)Cl)C(=O)O,1.496,25
454,CCCCCCCC=O,0.825,
454,CCCCCCCC=O,0.8211,20
454,CCCCCCCC=O,0.8200000000000001,
460,COC1=CC=CC=C1O,1.13,21.38888888888889
460,COC1=CC=CC=C1O,1.1287,21
460,COC1=CC=CC=C1O,1.1345,
525,C(C(C(=O)O)O)C(=O)O,1.601,20
527,CCC=O,0.805,20
527,CCC=O,0.8657,25
527,CCC=O,0.8025,
527,CCC=O,0.805,
533,[SeH2],2.12,-42
533,[SeH2],2.8,
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,1.0886,98.88888888888889
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,1.0886,99
586,CN(CC(=O)O)C(=N)N,1.33,25
612,CC(C(=O)O)O,1.2,20
612,CC(C(=O)O)O,1.206,21
612,CC(C(=O)O)O,1.2045,
650,CC(=O)C(=O)C,0.99,15
650,CC(=O)C(=O)C,0.99,15
650,CC(=O)C(=O)C,0.9824999999999999,
650,CC(=O)C(=O)C,0.99,15
660,C1CC(=O)OC2=CC=CC=C21,1.169,17.77777777777778
660,C1CC(=O)OC2=CC=CC=C21,1.169,18
660,C1CC(=O)OC2=CC=CC=C21,1.189,
674,CNC,0.671,6.888888888888888
674,CNC,0.6804,0
674,CNC,0.67,
674,CNC,0.67,
674,CNC,1.56,
679,CS(=O)C,1.101,20
679,CS(=O)C,1.1,20
679,CS(=O)C,1.0895000000000001,
700,C(CO)N,1.016,20
700,C(CO)N,1.018,20
700,C(CO)N,1.02,
700,C(CO)N,1.02,
702,CCO,0.79,20
702,CCO,0.7893,20
702,CCO,0.79,
702,CCO,0.79,
712,C=O,0.815,-20
712,C=O,1.08,25
712,C=O,0.815,-20
712,C=O,1.04,
713,C(=O)N,1.1334,20
713,C(=O)N,1.1334,20
713,C(=O)N,1.13,
713,C(=O)N,1.13,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.87,20
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.89,18.88888888888889
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.9,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.85,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.675,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.87,20
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.89,19
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.9,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.9,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.9,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.9,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.85,
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1.85,
743,C(CC(=O)O)CC(=O)O,1.424,25
743,C(CC(=O)O)CC(=O)O,1.429,15
743,C(CC(=O)O)CC(=O)O,1.4,
750,C(C(=O)O)N,1.1607,
750,C(C(=O)O)N,1.161,20
753,C(C(CO)O)O,1.261,20
753,C(C(CO)O)O,1.2613,20
753,C(C(CO)O)O,1.26,
757,C(C(=O)O)O,1.49,25
760,C(=O)C(=O)O,1.342,
760,C(=O)C(=O)O,1.42,20
768,C#N,0.69,
768,C#N,0.6875,20
768,C#N,0.69,
768,C#N,0.69,
783,[HH],0.071,-253
783,[HH],0.071,-253
783,[HH],8.2E-05,
784,OO,1.11,20
784,OO,1.463,0
784,OO,1.39,
784,OO,1.39,
785,C1=CC(=CC=C1O)O,1.332,15
785,C1=CC(=CC=C1O)O,1.33,20
785,C1=CC(=CC=C1O)O,1.332,15
785,C1=CC(=CC=C1O)O,1.33,
787,NO,1.227,20
787,NO,1.227,
787,NO,1.2,
798,C1=CC=C2C(=C1)C=CN2,1.22E-06,25
807,II,4.93,
807,II,4.93,
807,II,4.93,
811,C=C(CC(=O)O)C(=O)O,1.632,
867,C(C(=O)O)C(=O)O,1.63,
867,C(C(=O)O)C(=O)O,1.6,
878,CS,0.892,5.999999999999998
878,CS,0.96,25
878,CS,0.878,
878,CS,0.9,5.999999999999998
878,CS,0.9,
878,CS,1.66,
880,CC(=O)C=O,1.06,20
880,CC(=O)C=O,1.0455,24
880,CC(=O)C=O,1.0445,
887,CO,0.792,20
887,CO,0.81,0
887,CO,0.79,
887,CO,0.79,
904,CC(=O)NC1=CC=CC=C1,1.219,15
904,CC(=O)NC1=CC=CC=C1,1.219,15
931,C1=CC=C2C=CC=CC2=C1,1.15,
931,C1=CC=C2C=CC=CC2=C1,1.162,20
931,C1=CC=C2C=CC=CC2=C1,1.15,
931,C1=CC=C2C=CC=CC2=C1,1.15,
935,[Ni],8.9,
935,[Ni],8.908,
935,[Ni],8.908,
935,[Ni],8.9,
935,[Ni],8.9,
935,[Ni],8.9,
936,C1=CC(=CN=C1)C(=O)N,1.4,
936,C1=CC(=CN=C1)C(=O)N,1.4,25
938,C1=CC(=CN=C1)C(=O)O,1.473,
938,C1=CC(=CN=C1)C(=O)O,1.473,25
944,[N+](=O)(O)[O-],1.5,25
944,[N+](=O)(O)[O-],1.5,25
944,[N+](=O)(O)[O-],1.5129,20
944,[N+](=O)(O)[O-],1.5,
947,N#N,0.807,-195.5
947,N#N,0.807,-195.5
947,N#N,0.001251,0
948,[N-]=[N+]=O,1.266,-89
948,[N-]=[N+]=O,0.001799,
948,[N-]=[N+]=O,1.266,-89
948,[N-]=[N+]=O,1.53,
949,CN(C)C1=CC=CC=C1,0.9557,20
949,CN(C)C1=CC=CC=C1,0.9537,20
949,CN(C)C1=CC=CC=C1,0.96,
949,CN(C)C1=CC=CC=C1,0.96,
957,CCCCCCCCO,0.829,20
957,CCCCCCCCO,0.8262,25
957,CCCCCCCCO,0.826,
962,O,1,
962,O,0.995,25
971,C(=O)(C(=O)O)O,1.9,15
971,C(=O)(C(=O)O)O,1.9,
971,C(=O)(C(=O)O)O,1.9,
977,O=O,1.14,-183
977,O=O,1.14,-183
978,C1=CC(=CC=C1C(=O)O)N,1.37,
980,C1=CC(=CC=C1[N+](=O)[O-])O,1.48,20
980,C1=CC(=CC=C1[N+](=O)[O-])O,1.479,20
980,C1=CC(=CC=C1[N+](=O)[O-])O,1.48,
991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.26,
991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.26,25
991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.27,
991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],1.27,
992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1.98,15
992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1.978,
992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1.98,
992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1.98,
995,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,1.025,
995,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,1.179,25
995,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,1.025,
996,C1=CC=C(C=C1)O,1.04,41
996,C1=CC=C(C=C1)O,1.06,
996,C1=CC=C(C=C1)O,1.0722,20
996,C1=CC=C(C=C1)O,1.071,
996,C1=CC=C(C=C1)O,1.06,
996,C1=CC=C(C=C1)O,1.06,
998,C1=CC=C(C=C1)CC=O,1.0339999999999998,
999,C1=CC=C(C=C1)CC(=O)O,1.091,77
1001,C1=CC=C(C=C1)CCN,0.964,25
1001,C1=CC=C(C=C1)CCN,0.964,
1004,OP(=O)(O)O,1.892,25
1004,OP(=O)(O)O,1.8741,
1004,OP(=O)(O)O,1.9,
1004,OP(=O)(O)O,1.87,
1017,C1=CC=C(C(=C1)C(=O)O)C(=O)O,1.593,20
1017,C1=CC=C(C(=C1)C(=O)O)C(=O)O,1.593,15
1017,C1=CC=C(C(=C1)C(=O)O)C(=O)O,1.593,
1030,CC(CO)O,1.04,20
1030,CC(CO)O,1.0361,20
1030,CC(CO)O,1.04,
1031,CCCO,0.803,20
1031,CCCO,0.8053,20
1031,CCCO,0.8025,
1031,CCCO,0.81,
1031,CCCO,0.81,
1032,CCC(=O)O,0.995,20
1032,CCC(=O)O,0.995,
1032,CCC(=O)O,0.99,
1032,CCC(=O)O,0.99,
1045,C(CCN)CN,0.877,25
1049,C1=CC=NC=C1,0.983,20
1049,C1=CC=NC=C1,0.98272,20
1049,C1=CC=NC=C1,0.983,20
1049,C1=CC=NC=C1,0.98,
1057,C1=CC(=C(C(=C1)O)O)O,1.45,20
1057,C1=CC(=C(C(=C1)O)O)O,1.453,4
1060,CC(=O)C(=O)O,1.2705,
1068,CSC,0.85,20
1068,CSC,0.8483,20
1068,CSC,0.845,
1068,CSC,0.85,
1089,O[Se](=O)(=O)O,2.951,15
1091,O[Se](=O)O,3.004,15
1091,O[Se](=O)O,3.004,15
1110,C(CC(=O)O)C(=O)O,1.572,20
1110,C(CC(=O)O)C(=O)O,1.572,25
1118,OS(=O)(=O)O,1.841,
1118,OS(=O)(=O)O,1.39,20
1118,OS(=O)(=O)O,1.8302,
1118,OS(=O)(=O)O,1.84,
1118,OS(=O)(=O)O,1.84,
1119,O=S=O,1.434,
1119,O=S=O,0.0026190000000000002,
1119,O=S=O,1.434,
1119,O=S=O,2.26,
1127,C1CCSC1,0.9987,20
1133,C(C(=O)O)S,1.3253,20
1133,C(C(=O)O)S,1.3253,20
1133,C(C(=O)O)S,1.33,
1133,C(C(=O)O)S,1.32,
1136,CC1=C(SC=N1)CCO,1.2029999999999998,
1140,CC1=CC=CC=C1,0.867,20
1140,CC1=CC=CC=C1,0.8623,20
1140,CC1=CC=CC=C1,0.87,
1140,CC1=CC=CC=C1,0.87,
1146,CN(C)C,0.633,20
1146,CN(C)C,0.6356,
1146,CN(C)C,0.6709,0
1146,CN(C)C,0.671,
1146,CN(C)C,0.633,20
1146,CN(C)C,2.09,
1176,C(=O)(N)N,1.34,20
1176,C(=O)(N)N,1.323,20
1183,COC1=C(C=CC(=C1)C=O)O,1.056,20
1183,COC1=C(C=CC(=C1)C=O)O,1.056,
1183,COC1=C(C=CC(=C1)C=O)O,1.06,
1254,CC1CCC(C(C1)O)C(C)C,0.904,15
1254,CC1CCC(C(C1)O)C(C)C,0.9131,18
1254,CC1CCC(C(C1)O)C(C)C,0.901,
1322,CNNC,0.8274,20
1322,CNNC,0.8274,20
1322,CNNC,0.83,
1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,1.803,20
1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,1.8,
1480,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,1.8,
1483,C1=C(C=C(C(=C1Br)O)Br)Br,2.55,20
1483,C1=C(C=C(C(=C1Br)O)Br)Br,2.55,20
1483,C1=C(C=C(C(=C1Br)O)Br)Br,2.55,
1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.563,20
1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.42,25
1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.57,
1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.57,
1493,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.68,20
1493,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.683,24
1493,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.68,
1567,C(CS)O,1.1143,20
1567,C(CS)O,1.1143,20
1567,C(CS)O,1.117,
1639,C1=NNC(=N1)N,1.138,20
1639,C1=NNC(=N1)N,1.138,20
1639,C1=NNC(=N1)N,1.14,
1639,C1=NNC(=N1)N,1.14,
1647,C(CN)C#N,0.9584,20
1674,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,1.28,20
1674,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,1.28,20
1727,C1=CN=CC=C1N,1.2607,25.300000000000004
1727,C1=CN=CC=C1N,1.2607,
1732,CC1=C(C=CC(=C1)O)Cl,0.9,25
1732,CC1=C(C=CC(=C1)O)Cl,1.37,
1732,CC1=C(C=CC(=C1)O)Cl,1.4,
1752,CCCCCCCCCC1=CC=C(C=C1)O,0.95,20
1923,C1=CC2=C(C(=C1)O)N=CC=C2,1.034,208.88888888888889
1923,C1=CC2=C(C(=C1)O)N=CC=C2,1.034,20
1982,CC(=O)NP(=O)(OC)SC,1.35,
1982,CC(=O)NP(=O)(OC)SC,1.4,
1983,CC(=O)NC1=CC=C(C=C1)O,1.293,21.11111111111111
1983,CC(=O)NC1=CC=C(C=C1)O,1.293,21
1983,CC(=O)NC1=CC=C(C=C1)O,1.3,
1988,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,1.136,20
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,1.133,25
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,1.1,
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,1.133,
2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,0.95,25
2124,F[Al](F)F,2.88,25
2124,F[Al](F)F,3.1,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,1.4,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,1.4,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,1.4,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,1.35,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,1.35,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1.2,20
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1.23,22
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1.19,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1.19,
2266,C(CCCC(=O)O)CCCC(=O)O,1.225,25
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,1.44,20
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,1.44,20
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,1.4,
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,1.44,
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,1.16,20
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,1.16,
2314,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.25,20
2328,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,1.41,20
2331,C1=CC=C(C=C1)C(=O)N,1.0792,130
2331,C1=CC=C(C=C1)C(=O)N,1.341,
2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,1.351,
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,1.1121,25
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,1.117,
2346,C1=CC=C(C=C1)CN=C=S,1.124,
2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,1.12,20
2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,1.119,25
2365,C1COC1=O,1.146,20
2365,C1COC1=O,1.146,20
2365,C1COC1=O,1.15,
2365,C1COC1=O,1.15,
2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,1.73,
2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,1.73,25
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.23,17.77777777777778
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.23,18
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.23,
2537,CC1(C2CCC1(C(=O)C2)C)C,0.99,
2537,CC1(C2CCC1(C(=O)C2)C)C,0.992,25
2537,CC1(C2CCC1(C(=O)C2)C)C,0.99,
2537,CC1(C2CCC1(C(=O)C2)C)C,0.99,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.18,20
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.18,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.2,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.18,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.18,
2682,CCCCCCCCCCCCCCCCO,0.8187,50
2682,CCCCCCCCCCCCCCCCO,0.8152,
2707,C(C(Cl)(Cl)Cl)(O)O,1.9081,20
2707,C(C(Cl)(Cl)Cl)(O)O,1.9081E-06,20
2707,C(C(Cl)(Cl)Cl)(O)O,1.9,
2723,CC1=CC(=CC(=C1Cl)C)O,0.89,20
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,1.18,30
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,1.18,30
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,1.18,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.4,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.44,20
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.4,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.4,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.4,
2758,CC1(C2CCC(O1)(CC2)C)C,0.922,
2758,CC1(C2CCC(O1)(CC2)C)C,0.9267,20
2758,CC1(C2CCC(O1)(CC2)C)C,0.9225000000000001,
2770,Cl[Pt]Cl,5.87,
2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,1.141,20
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,1.31,25
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,1.474,
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,1.47,
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,1.31,
2879,CC1=CC=C(C=C1)O,1.034,20
2879,CC1=CC=C(C=C1)O,1.0185,40
2879,CC1=CC=C(C=C1)O,1.02,
2879,CC1=CC=C(C=C1)O,1.04,
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,1.48,
2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,1.25,20
2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,1.33,25
2969,CCCCCCCCCC(=O)O,0.893,
2969,CCCCCCCCCC(=O)O,0.89,40
3007,CC(CC1=CC=CC=C1)N,0.913,25
3007,CC(CC1=CC=CC=C1)N,0.936,25
3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,1.117,20
3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,1.12,
3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,1.12,
3024,C(Br)Br,2.497,20
3024,C(Br)Br,2.4969,20
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1.049,20
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1.0459,
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1.05,
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1.05,
3030,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,1.57,25
3031,C1=CC(=C(C(=C1)Cl)C#N)Cl,1.3,
3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,1.56,15
3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,0.985,
3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,1.6,
3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,0.99,
3039,COP(=O)(OC)OC=C(Cl)Cl,1.415,25
3039,COP(=O)(OC)OC=C(Cl)Cl,1.415,25
3039,COP(=O)(OC)OC=C(Cl)Cl,1.42,
3073,CC(C)OP(=O)(C)OC(C)C,0.976,
