CID,Smiles,MeltingPoint,Pressure
375143,CC1=CC2=C3C4=C1OC5(CCC(C4C5)C(N3C6=CC=CC=C62)(C)C)C,266,
375144,CC1=CC2=C(C3=C1OC4(CCC(C3C4)C(=C)C)C)NC5=CC=CC=C52,146,
375148,CC1=CC2=C(C=C1O)NC3=C2C=CC4=C3C=CC(O4)(C)CCC=C(C)C,184,
375151,CC1=CC2=C(C3=C1OC(C=C3)(C)CCC=C(C)C)NC4=C2C=CC(=C4)O,99,
375152,COC1=CC(=CC2=C1NC3=CC=CC=C32)CO,142,
386331,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC,142.5,
387195,C1=CC=C2C(=C1)C3=NC=CC4=C3C(=NC=C4)C2=O,210,
387977,CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O,119,
390520,CC(=CCC1=C(C=C(C2=C1OC(=CC2=O)C3=C(C=C(C=C3)O)O)O)OC)C,270.5,
392450,CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(O2)C(=CC=C3)O)CC=C(C)C)O)C,165.5,
398554,CON1C=C(C2=CC=CC=C21)C=O,50.5,
399491,CC(=CCC1=C(C2=C(C=C1O)OC(=CC2=O)C3=C(C=C(C=C3)O)O)O)C,275.5,
403923,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C,260,
404571,COC1=C(C=C(C=C1)CC2COC3=CC(=CC(=C3C2=O)O)O)O,141,
408120,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)OC)O4)OC,192.5,
422111,CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,161.5,
422682,COC1=C(C=CC2=C1C3=C4C(C2)NCCC4=CC5=C3OCO5)O,176.5,
429922,CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)O)C)COC(=O)C,172.5,
434768,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=C(C=C4O)C5=CC6=C(O5)C=C(C=C6)O)O,183,
435401,C(C(C(=O)O)NCC(=O)O)O,167,
435402,CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4C3CC(C4)(C)C)C=O)O)C)O)O,199,
439153,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,141,
439153,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,141,
439155,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,210,
439162,C([C@H](COP(=O)(O)O)O)O,103,
439174,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,210,
439177,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,275,
439182,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,213.75,
439186,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,102.5,
439196,C([C@@H]([C@H](CS)O)O)S,42.5,
439196,C([C@@H]([C@H](CS)O)O)S,42.5,
439202,C(CON=C(N)N)[C@@H](C(=O)O)N,184,
439202,C(CON=C(N)N)[C@@H](C(=O)O)N,184,
439213,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,88,
439213,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,88,
439224,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,254.5,
439227,C1CCN[C@@H](C1)C(=O)O,272,
439230,C[C@@](CCO)(CC(=O)O)O,25.5,
439242,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,80,
439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,251,
439250,CC1=CC[C@H](CC1)C(=C)C,-74.3,
439255,C([C@@H](C([C@H](CO)O)O)O)O,102.5,
439258,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,312,
439260,C1=CC(=C(C=C1[C@H](CN)O)O)O,145.8,
439263,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,-22,
439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N,296,
439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N,295.5,
439283,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,300,
439341,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,240,
439357,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,170,
439378,CCNC(=O)CC[C@@H](C(=O)O)N,217.5,
439423,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,150.5,
439434,C[C@@H](CN)C(=O)O,176,
439501,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,200,
439501,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,200,
439503,C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,207,
439524,CC(C)C[C@H](C(=O)O)N,278,
439530,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,168,
439554,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O,140,
439575,CCC[C@H](C(=O)O)N,303,
439577,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,121.5,
439583,C([C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O,164,
439600,C([C@H](C(=O)O)N)C(=O)N,234.5,
439616,C1=CC=C(C=C1)[C@@H](C(=O)O)O,121,
439655,[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,169.5,
439655,[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,206,
439693,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,222.5,
439693,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,220,
439709,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,120.5,
439744,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,205,
439756,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,145,
439763,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,212.5,
439764,C1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,159,
439922,C1=CC=C(C(=C1)C(=O)O)NC(=O)CC(=O)O,191,
439943,CC(C(=O)O)NC(C)C(=O)O,234.5,
440105,CC(=O)C1CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,222,
440312,C(C(CS)C(=O)O)S,60,
440357,C1=CSC(=C1)C2=CC=C(S2)C#CCCO,68,
440473,C1=CN(C=C(C1=O)O)C[C@@H](C(=O)O)N,225,
440473,C1=CN(C=C(C1=O)O)C[C@@H](C(=O)O)N,228,
440551,C(CC(C(=O)O)N)CN=C(N)NP(=O)(O)O,177.5,
440624,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O,188.25,
440707,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,215,
440735,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,269.5,
440752,C1=CC2=C(C=C1O)C(=O)C=C(N2)C(=O)O,287,
440776,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O,172.5,
440864,CC[C@@H](C(=O)O)O,44.2,
440907,C[C@H]1[C@H]([C@@H]2[C@@H](O2)C3=CC(=O)[C@@]4(C[C@]13C)[C@@](O4)(C)C=O)OC(=O)C,156,
440908,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)O)C)CO,222,
440914,C[C@@]12CCC[C@@]([C@H]1[C@@H]([C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)C(=O)O)(C)C(=O)O,267.5,
440917,CC1=CC[C@@H](CC1)C(=C)C,-74,
440917,CC1=CC[C@@H](CC1)C(=C)C,-90,
440917,CC1=CC[C@@H](CC1)C(=C)C,-74,
440936,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,199,
440936,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,142.5,
440967,CC1([C@H]2CCC(=C)[C@@H]1C2)C,-61,
440968,CC1=CC[C@H]2C[C@@H]1C2(C)C,-62,
441021,CC(=O)NCC[C@@H](C(=O)O)N,221,
441070,CN1CCCC1CC(=O)CC2CCCN2C,40.5,
441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,284,
441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,280,
441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,267.77777777777777,
441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,267.77777777777777,
441074,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,174,
441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,220,
441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,220,
441199,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,166,
441199,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,149.5,
441233,C1[C@H](C1C2=CC=CC=C2)N,79.5,
441269,CC(C)CC(=O)C1=C(C=C(C=C1O)O)O,145,
441278,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,146.3,
441278,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,146.3,
441289,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C,215,
441300,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO,165,
441314,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,114,
441314,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,114,
441335,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C,219,
441335,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C,219,
441336,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,221.5,
441350,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,312.5,
441383,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,126.3,
441397,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C,173.5,
441401,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,182,
441404,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=CC(=O)CC[C@]35C,101,
441419,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O)O,151.5,
441447,C[N+]1(CCCC[C@H]1C(=O)[O-])C,300,
441449,C(CCCCC(=O)O)CCCC(CCCCCCO)O,74.5,
441457,C[C@@H]([C@H](C1=CC=CC=C1)O)N,77.75,
441476,[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O,143,
441477,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)O,88,
441484,C1[C@@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O,165,
441490,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC,74.5,
441677,CC(=CCC[C@@H]([C@@H]1CC[C@]2([C@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)C)C)C(=O)O)C,222,
441678,C[C@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,116,
441772,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,180,
441852,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,238.5,
441871,CC(=O)O[C@@H]1C[C@@]2([C@H](CC[C@]3([C@@]2(CC[C@@H]3C4=COC(=O)C=C4)O)C)[C@@]5(C1=C[C@H](CC5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O,169,
442021,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC,178,
442021,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC,178,
442048,C[C@@]1(CC[C@H]2C(=CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C1)C=C,163,
442219,CO[C@@H]1C[C@@]23C(=CCN2CCC4=CC(=C(C=C34)OC)OC)C=C1,96,
442356,C[C@H]1C2=CC(=C(C=C2CCN1)O)OC,221.5,
442410,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(O2)C=C(C=C3)O)O)O,207.5,
442428,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,83,
442482,CC1=CC[C@@H](C=C1)C(C)C,249,
442501,CC1=CC[C@@H](CC1)C(C)(C)O,37.5,
442530,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl,169,
442635,CC1=CC(=O)O[C@@]2(C1)C[C@H]3CC[C@@H]2CN3C,54.5,
442649,C1CC(=NC1)C2=CN=CC=C2,41.25,
442662,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)O)O)O,225.5,
442694,COC1=CC(=C2C(=C1)C=CC3=CC(=C(C=C32)O)OC)OC,149.05,
442736,C1CN2CC=C([C@@H]2[C@H]1O)CO,58,
442741,C[C@@H]1C[C@]2([C@@H](O2)C)C(=O)O[C@@H]3CCN4[C@@H]3C(=CC4)COC(=O)[C@]1(C)O,228,
442759,CC1=CC2=C(C(=C1O)O)C(=O)C3=C(C2=O)C=CC=C3O,265,
442771,COC1=CC(=C(C=C1)C2COC3=CC(=CC(=C3C2=O)O)O)O,211,
442788,COC1=CC(=C(C=C1)C2COC3=CC(=CC(=C3C2=O)O)O)OC,168.5,
442808,COC1=C(C=C2C(=CC(=O)OC2=C1)C3=CC=C(C=C3)O)O,233.5,
442820,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)O)OC,165.5,
442916,CC(=CCC1=C(C=CC(=C1)C(=O)C)O)C,93.5,
442985,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,201,
443003,CN1C2CCC1[C@H]([C@H](C2)O)C(=O)O,205,
443013,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3C(COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,228,
443031,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)O)OC,149,
443055,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@H](C)C(C)C)O)O,274.5,
443077,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,254.5,
443183,C[C@H]1CC[C@@H](CC1=O)C(=C)C,74.5,
443387,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)[C@H](NC3(C)C)C4=CC=CC=C4)C(=O)O)C,190,
443466,C[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)C)C=O,114.5,
443474,CC(C)C1=CC2=CC[C@H]3[C@](CCC[C@@]3([C@H]2CC1)C)(C)CO,86.25,
443479,CC(C)C1=CC2=CC[C@H]3[C@](CCC[C@@]3([C@H]2CC1)C)(C)C=O,46.5,
443639,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,241.5,
443884,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,162,
443884,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,162,
443936,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C,192.5,
443943,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,276.5,
443944,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I)N(C)C(=O)C)I,223,
444025,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,222,
444036,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,267,
444170,C1=CC(=NC(=C1)C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,205,
444212,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,189,
444266,C(=C\C(=O)O)\C(=O)O,130.5,
444266,C(=C\C(=O)O)\C(=O)O,131,
444294,C[C@]12CC[C@H](C1(C)C)CC2=O,179,
444305,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,169,
444305,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,206,
444539,C1=CC=C(C=C1)/C=C/C(=O)O,133,
444679,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,170,
444679,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,170,
444718,C1=CC=C(C=C1)C[C@@H](C(=O)O)O,123,
444791,[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O,143.5,
444792,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)OC)O)O,151,
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,181,
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,181,
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,181,
444972,C(=C/C(=O)O)\C(=O)O,549,
445027,C[C@H]1[C@H](NC(=O)N1)CCCCCC(=O)O,157,
445063,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,186,
445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,254,
445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,254,
445238,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,109,
445354,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,63,
445354,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,62,
445408,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,185,
445638,CCCCCC/C=C\CCCCCCCC(=O)O,-0.1,
445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,16.3,
445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,13.4,
445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,13.4,
445858,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,169.5,
446220,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,98,
446220,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,195,
446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,141,
446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,141,
446598,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,142,
446834,COC1=CC(=CC(=C1O)O)/C=C/C(=O)O,182,
446987,C[C@H]1[C@H](O1)P(=O)(O)O,94,
447466,C/C=C/C=O,-69,
447466,C/C=C/C=O,-76.6,
447466,C/C=C/C=O,-69,
447466,C/C=C/C=O,-73.88888888888889,
447466,C/C=C/C=O,-73.88888888888889,
447715,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,109,
448165,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,203.5,
448438,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@@]12O[C@@]1(C[C@H](CC2(C)C)O)C)/C)/C)/C=C/C=C(/C=C/[C@@]34O[C@@]3(C[C@H](CC4(C)C)O)C)\C,208,
448457,CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O,56.5,
448537,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,170.5,
448580,CC(=O)N[C@@H](CCSC)C(=O)O,105.5,
449093,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,207.5,
449171,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,189.5,
449171,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,190.5,
450268,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,166.5,
451668,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,194.5,
452548,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,244,
452548,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,244,
454063,CCCCCCCCC(=O)CCCCC(=O)O,70.5,
454891,COC1=CC2=C(C=C1)C3C(CO2)C4=CC(=C(C=C4O3)OC)O,129,
456255,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O,183,
457801,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,147,
